epoch accuracy loss top_3_categorical_accuracy top_5_categorical_accuracy val_accuracy val_loss val_top_3_categorical_accuracy val_top_5_categorical_accuracy
0 0.7014691829681396 2.1974382400512695 0.9047065377235413 0.9576131701469421 0.7339539527893066 2.0301547050476074 0.9292824268341064 0.9742870926856995
1 0.8526294231414795 1.598624587059021 0.968823254108429 0.9911391735076904 0.7439923882484436 1.9222813844680786 0.9240949749946594 0.9697445631027222
2 0.916567325592041 1.2694377899169922 0.987399160861969 0.9973775148391724 0.7455626130104065 1.885991096496582 0.9257774353027344 0.9703053832054138
3 0.9499791264533997 1.0505244731903076 0.9950679540634155 0.999195396900177 0.7425903677940369 1.8890310525894165 0.9222443699836731 0.9674732685089111
4 0.968579888343811 0.8911721110343933 0.9980530142784119 0.9996970295906067 0.7360569834709167 1.9095197916030884 0.9200571775436401 0.9673330783843994
5 0.9777237772941589 0.772413432598114 0.9992401003837585 0.999945342540741 0.7308415174484253 1.9446160793304443 0.9175896644592285 0.965790867805481
6 0.9850548505783081 0.6706829071044922 0.9996374249458313 0.9999751448631287 0.7235790491104126 1.8987654447555542 0.9159072637557983 0.9654543995857239
7 0.9901905059814453 0.584115207195282 0.9998460412025452 0.9999850988388062 0.7259063720703125 1.9020179510116577 0.9166923761367798 0.9646131992340088
8 0.9933643341064453 0.5110850930213928 0.999945342540741 0.9999950528144836 0.743683934211731 1.8658415079116821 0.9215433597564697 0.9662675857543945
9 0.9954752326011658 0.44749903678894043 0.9999850988388062 1.0 0.7455626130104065 1.9038407802581787 0.9230014085769653 0.9654543995857239
