,filepath,class_name
847,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000026_gt_16-87-209-300_iou_1.0.jpg,Blazer
848,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000027_gt_98-69-230-252_iou_1.0.jpg,Blazer
849,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000042_gt_29-75-175-240_iou_1.0.jpg,Blazer
850,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000048_gt_45-59-177-258_iou_1.0.jpg,Blazer
851,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000054_gt_28-5-179-209_iou_1.0.jpg,Blazer
852,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000055_gt_26-71-189-244_iou_1.0.jpg,Blazer
853,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000056_gt_77-37-177-164_iou_1.0.jpg,Blazer
854,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000097_gt_70-71-219-300_iou_1.0.jpg,Blazer
855,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000102_gt_47-47-141-135_iou_1.0.jpg,Blazer
856,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000105_gt_55-70-222-264_iou_1.0.jpg,Blazer
857,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000113_gt_1-46-99-177_iou_1.0.jpg,Blazer
858,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000123_gt_27-21-212-207_iou_1.0.jpg,Blazer
859,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000135_gt_56-65-194-256_iou_1.0.jpg,Blazer
860,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000138_gt_17-87-124-285_iou_1.0.jpg,Blazer
861,/data/Deepfashion/prepare_dataset/test/Blazer/Must-Have_Ruched_Blazer_img_00000142_gt_25-70-185-268_iou_1.0.jpg,Blazer
862,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000006_gt_59-77-204-243_iou_1.0.jpg,Blazer
863,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000017_gt_99-68-195-174_iou_1.0.jpg,Blazer
864,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000021_gt_28-66-184-274_iou_1.0.jpg,Blazer
865,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000042_gt_28-64-184-296_iou_1.0.jpg,Blazer
866,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000047_gt_15-50-160-204_iou_1.0.jpg,Blazer
867,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000053_gt_60-70-252-245_iou_1.0.jpg,Blazer
868,/data/Deepfashion/prepare_dataset/test/Blazer/Notched_Open-Front_Textured_Blazer_img_00000057_gt_47-61-220-265_iou_1.0.jpg,Blazer
869,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000004_gt_47-71-181-218_iou_1.0.jpg,Blazer
870,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000005_gt_22-70-203-296_iou_1.0.jpg,Blazer
871,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000016_gt_13-94-169-239_iou_1.0.jpg,Blazer
872,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000038_gt_1-1-200-227_iou_1.0.jpg,Blazer
873,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000043_gt_22-58-158-226_iou_1.0.jpg,Blazer
874,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000047_gt_59-78-195-217_iou_1.0.jpg,Blazer
875,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Collarless_Blazer_img_00000049_gt_71-72-238-274_iou_1.0.jpg,Blazer
876,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000001_gt_21-71-200-228_iou_1.0.jpg,Blazer
877,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000011_gt_32-73-222-253_iou_1.0.jpg,Blazer
878,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000023_gt_33-83-184-240_iou_1.0.jpg,Blazer
879,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000027_gt_16-120-222-288_iou_1.0.jpg,Blazer
880,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000030_gt_30-71-212-278_iou_1.0.jpg,Blazer
881,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000037_gt_54-90-184-210_iou_1.0.jpg,Blazer
882,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000056_gt_1-83-203-269_iou_1.0.jpg,Blazer
883,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000058_gt_1-25-200-200_iou_1.0.jpg,Blazer
884,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000059_gt_39-102-213-222_iou_1.0.jpg,Blazer
885,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000065_gt_161-24-297-227_iou_1.0.jpg,Blazer
886,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000074_gt_25-83-174-236_iou_1.0.jpg,Blazer
887,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000078_gt_63-94-251-272_iou_1.0.jpg,Blazer
888,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000081_gt_97-83-203-245_iou_1.0.jpg,Blazer
889,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000083_gt_9-126-187-294_iou_1.0.jpg,Blazer
890,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000093_gt_18-61-228-241_iou_1.0.jpg,Blazer
891,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000104_gt_40-114-222-267_iou_1.0.jpg,Blazer
892,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000107_gt_44-138-223-282_iou_1.0.jpg,Blazer
893,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Linen_Blazer_img_00000113_gt_16-99-212-234_iou_1.0.jpg,Blazer
894,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000003_gt_22-88-174-239_iou_1.0.jpg,Blazer
895,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000007_gt_72-111-223-247_iou_1.0.jpg,Blazer
896,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000015_gt_30-118-174-265_iou_1.0.jpg,Blazer
897,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000017_gt_59-64-165-139_iou_1.0.jpg,Blazer
898,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000018_gt_30-118-176-250_iou_1.0.jpg,Blazer
899,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000022_gt_38-86-267-232_iou_1.0.jpg,Blazer
900,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000043_gt_12-68-198-187_iou_1.0.jpg,Blazer
901,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000053_gt_63-65-134-188_iou_1.0.jpg,Blazer
902,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000063_gt_1-66-147-168_iou_1.0.jpg,Blazer
903,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Shawl_Lapel_Blazer_img_00000084_gt_42-113-230-300_iou_1.0.jpg,Blazer
904,/data/Deepfashion/prepare_dataset/test/Blazer/Open-Front_Woven_Blazer_img_00000003_gt_44-70-193-203_iou_1.0.jpg,Blazer
