,filepath,class_name
840,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000041_gt_69-34-165-228_iou_1.0.jpg,Blazer
841,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000043_gt_65-75-243-280_iou_1.0.jpg,Blazer
842,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000044_gt_32-42-175-240_iou_1.0.jpg,Blazer
843,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000052_gt_58-75-136-240_iou_1.0.jpg,Blazer
844,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000053_gt_36-34-168-145_iou_1.0.jpg,Blazer
845,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000054_gt_29-68-196-275_iou_1.0.jpg,Blazer
846,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000056_gt_115-32-188-164_iou_1.0.jpg,Blazer
847,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000060_gt_29-60-187-300_iou_1.0.jpg,Blazer
848,/data/Deepfashion/prepare_dataset/validation/Blazer/Longline_Slit_Blazer_img_00000066_gt_71-53-120-213_iou_1.0.jpg,Blazer
849,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000014_gt_147-62-300-193_iou_1.0.jpg,Blazer
850,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000015_gt_1-37-231-292_iou_1.0.jpg,Blazer
851,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000017_gt_64-37-148-159_iou_1.0.jpg,Blazer
852,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000018_gt_51-37-129-122_iou_1.0.jpg,Blazer
853,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000020_gt_43-36-260-293_iou_1.0.jpg,Blazer
854,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000031_gt_38-89-259-291_iou_1.0.jpg,Blazer
855,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000034_gt_34-80-260-238_iou_1.0.jpg,Blazer
856,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000043_gt_1-78-190-244_iou_1.0.jpg,Blazer
857,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000044_gt_3-15-199-254_iou_1.0.jpg,Blazer
858,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000049_gt_34-36-274-279_iou_1.0.jpg,Blazer
859,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000061_gt_54-65-263-234_iou_1.0.jpg,Blazer
860,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000062_gt_79-79-224-263_iou_1.0.jpg,Blazer
861,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000063_gt_74-29-216-200_iou_1.0.jpg,Blazer
862,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000074_gt_74-46-156-145_iou_1.0.jpg,Blazer
863,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000079_gt_1-55-200-232_iou_1.0.jpg,Blazer
864,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000081_gt_1-63-160-207_iou_1.0.jpg,Blazer
865,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000083_gt_23-53-174-218_iou_1.0.jpg,Blazer
866,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000085_gt_91-66-235-224_iou_1.0.jpg,Blazer
867,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000087_gt_18-62-200-204_iou_1.0.jpg,Blazer
868,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000096_gt_35-55-185-223_iou_1.0.jpg,Blazer
869,/data/Deepfashion/prepare_dataset/validation/Blazer/Must-Have_Ruched_Blazer_img_00000107_gt_46-71-231-291_iou_1.0.jpg,Blazer
