,filepath,class_name
640,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000052_gt_40-49-167-190_iou_1.0.jpg,Blazer
641,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000053_gt_57-47-166-204_iou_1.0.jpg,Blazer
642,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000056_gt_40-79-225-296_iou_1.0.jpg,Blazer
643,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000065_gt_1-54-300-300_iou_1.0.jpg,Blazer
644,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000068_gt_58-42-165-136_iou_1.0.jpg,Blazer
645,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000075_gt_29-69-180-262_iou_1.0.jpg,Blazer
646,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000081_gt_42-45-122-151_iou_1.0.jpg,Blazer
647,/data/Deepfashion/validation/Blazer/Dropped_Lapel_Chiffon-Sleeved_Blazer_img_00000089_gt_31-68-175-266_iou_1.0.jpg,Blazer
648,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000006_gt_1-9-200-244_iou_1.0.jpg,Blazer
649,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000016_gt_32-68-224-264_iou_1.0.jpg,Blazer
650,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000019_gt_39-70-262-298_iou_1.0.jpg,Blazer
651,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000030_gt_90-37-192-204_iou_1.0.jpg,Blazer
652,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000035_gt_14-25-228-233_iou_1.0.jpg,Blazer
653,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000040_gt_20-66-249-300_iou_1.0.jpg,Blazer
654,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000051_gt_27-46-142-231_iou_1.0.jpg,Blazer
655,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000060_gt_47-1-250-267_iou_1.0.jpg,Blazer
656,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000070_gt_45-1-245-270_iou_1.0.jpg,Blazer
657,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000076_gt_46-88-131-171_iou_1.0.jpg,Blazer
658,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000087_gt_12-47-176-270_iou_1.0.jpg,Blazer
659,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000092_gt_4-70-212-274_iou_1.0.jpg,Blazer
660,/data/Deepfashion/validation/Blazer/Dropped-Collar_Blazer_img_00000095_gt_8-66-187-300_iou_1.0.jpg,Blazer
661,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000014_gt_64-75-221-262_iou_1.0.jpg,Blazer
662,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000024_gt_28-66-148-228_iou_1.0.jpg,Blazer
663,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000028_gt_46-1-227-260_iou_1.0.jpg,Blazer
664,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000029_gt_41-82-204-300_iou_1.0.jpg,Blazer
665,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000045_gt_49-78-159-229_iou_1.0.jpg,Blazer
666,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000057_gt_1-116-191-300_iou_1.0.jpg,Blazer
667,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000072_gt_63-46-166-152_iou_1.0.jpg,Blazer
668,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000081_gt_12-34-218-262_iou_1.0.jpg,Blazer
669,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000085_gt_35-64-241-265_iou_1.0.jpg,Blazer
670,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000097_gt_12-76-194-300_iou_1.0.jpg,Blazer
671,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000099_gt_84-67-263-277_iou_1.0.jpg,Blazer
672,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000110_gt_6-86-204-300_iou_1.0.jpg,Blazer
673,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000111_gt_39-12-178-227_iou_1.0.jpg,Blazer
674,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000112_gt_29-70-231-300_iou_1.0.jpg,Blazer
675,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000116_gt_26-75-183-286_iou_1.0.jpg,Blazer
676,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000118_gt_23-72-211-300_iou_1.0.jpg,Blazer
677,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000119_gt_19-80-193-288_iou_1.0.jpg,Blazer
678,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000126_gt_157-39-289-282_iou_1.0.jpg,Blazer
679,/data/Deepfashion/validation/Blazer/Faux_Leather_Shawl_Collar_Blazer_img_00000127_gt_27-62-140-294_iou_1.0.jpg,Blazer
680,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000002_gt_73-50-239-276_iou_1.0.jpg,Blazer
681,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000006_gt_56-49-181-233_iou_1.0.jpg,Blazer
682,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000011_gt_64-37-165-164_iou_1.0.jpg,Blazer
683,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000012_gt_60-1-175-151_iou_1.0.jpg,Blazer
684,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000017_gt_94-50-216-217_iou_1.0.jpg,Blazer
685,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000025_gt_16-52-177-279_iou_1.0.jpg,Blazer
686,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000026_gt_68-44-238-266_iou_1.0.jpg,Blazer
687,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000049_gt_22-1-188-219_iou_1.0.jpg,Blazer
688,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000051_gt_4-56-196-300_iou_1.0.jpg,Blazer
689,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000054_gt_70-4-168-148_iou_1.0.jpg,Blazer
690,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000059_gt_31-45-188-277_iou_1.0.jpg,Blazer
691,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000060_gt_145-51-300-255_iou_1.0.jpg,Blazer
692,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000063_gt_48-7-242-246_iou_1.0.jpg,Blazer
693,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000090_gt_52-51-258-296_iou_1.0.jpg,Blazer
694,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000097_gt_23-59-204-287_iou_1.0.jpg,Blazer
695,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000102_gt_43-47-207-300_iou_1.0.jpg,Blazer
696,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000103_gt_54-67-229-300_iou_1.0.jpg,Blazer
697,/data/Deepfashion/validation/Blazer/Asymmetrical_Open-Front_Blazer_img_00000111_gt_26-56-189-254_iou_1.0.jpg,Blazer
698,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000008_gt_52-39-136-127_iou_1.0.jpg,Blazer
699,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000015_gt_75-75-149-268_iou_1.0.jpg,Blazer
700,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000017_gt_11-45-131-205_iou_1.0.jpg,Blazer
701,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000024_gt_27-76-194-270_iou_1.0.jpg,Blazer
702,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000054_gt_13-58-159-215_iou_1.0.jpg,Blazer
703,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000056_gt_53-53-149-174_iou_1.0.jpg,Blazer
704,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000057_gt_56-57-147-200_iou_1.0.jpg,Blazer
705,/data/Deepfashion/validation/Blazer/Faux_Snakeskin-Trimmed_Blazer_img_00000058_gt_20-70-129-249_iou_1.0.jpg,Blazer
