,filepath,class_name
0,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000002_gt_14-74-212-300_iou_1.0.jpg,Blazer
1,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000014_gt_72-34-175-132_iou_1.0.jpg,Blazer
2,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000016_gt_22-20-300-300_iou_1.0.jpg,Blazer
3,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000061_gt_66-115-191-262_iou_1.0.jpg,Blazer
4,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000078_gt_24-72-209-259_iou_1.0.jpg,Blazer
5,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000104_gt_4-95-225-297_iou_1.0.jpg,Blazer
6,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000119_gt_23-33-189-273_iou_1.0.jpg,Blazer
7,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000121_gt_47-68-253-296_iou_1.0.jpg,Blazer
8,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000124_gt_54-13-268-284_iou_1.0.jpg,Blazer
9,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000126_gt_36-73-226-264_iou_1.0.jpg,Blazer
10,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000128_gt_1-15-300-300_iou_1.0.jpg,Blazer
11,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000138_gt_147-76-300-222_iou_1.0.jpg,Blazer
12,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000153_gt_51-51-248-300_iou_1.0.jpg,Blazer
13,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000158_gt_17-42-198-238_iou_1.0.jpg,Blazer
14,/data/Deepfashion/validation/Blazer/Single-Button_Blazer_img_00000160_gt_1-75-200-271_iou_1.0.jpg,Blazer
15,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000008_gt_41-51-168-192_iou_1.0.jpg,Blazer
16,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000037_gt_55-57-227-224_iou_1.0.jpg,Blazer
17,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000042_gt_80-63-214-230_iou_1.0.jpg,Blazer
18,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000050_gt_97-52-188-127_iou_1.0.jpg,Blazer
19,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000061_gt_30-72-193-300_iou_1.0.jpg,Blazer
20,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000063_gt_1-51-96-173_iou_1.0.jpg,Blazer
21,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000067_gt_21-73-218-279_iou_1.0.jpg,Blazer
22,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000068_gt_55-59-185-245_iou_1.0.jpg,Blazer
23,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000078_gt_56-46-136-158_iou_1.0.jpg,Blazer
24,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000087_gt_10-65-185-272_iou_1.0.jpg,Blazer
25,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000092_gt_17-62-178-245_iou_1.0.jpg,Blazer
26,/data/Deepfashion/validation/Blazer/Tailored_Woven_Blazer_img_00000094_gt_38-76-204-277_iou_1.0.jpg,Blazer
